商品名,平均,標準偏差,最小,最大,中央値,変動係数_CV,需要パターン,安全在庫,発注点,推奨発注量_週間
レッドブルエナジー２５０,20.456521739130434,5.771116111753982,11.0,36.0,20.0,0.28,安定,9.0,29.0,143.0
レモンチーズケーキ,3.111111111111111,2.204792759220492,1.0,8.0,3.0,0.71,変動大,4.0,7.0,22.0
レンジかき揚げそば,1.0,,1.0,1.0,1.0,,不明,,,7.0
ロリポップＣちいかわ黒猫,3.0,3.366501646120693,1.0,8.0,1.5,1.12,変動大,6.0,9.0,21.0
ローストチキンパスタサラ,4.675,3.4117258708345126,1.0,18.0,4.0,0.73,変動大,6.0,11.0,33.0
ワイルドターキーＨＢ３５,5.0,3.762159772503842,1.0,12.0,4.0,0.75,変動大,6.0,11.0,35.0
ワンピカード　師弟の絆,2.75,2.3804761428476167,1.0,9.0,2.0,0.87,変動大,4.0,7.0,19.0
ワンピカード意志,10.6,9.1156314560268,1.0,42.0,10.0,0.86,変動大,15.0,26.0,74.0
ワンピカードＢＥＳＴ２,2.5,2.4314120806400448,1.0,9.0,1.0,0.97,変動大,4.0,6.0,18.0
ワンピデッキ　ティーチ,1.0,,1.0,1.0,1.0,,不明,,,7.0
ワンピデッキ　バギー,1.0,,1.0,1.0,1.0,,不明,,,7.0
ワンピデッキシャンクス,1.0,,1.0,1.0,1.0,,不明,,,7.0
ワンピデッキジュエリー,1.0,,1.0,1.0,1.0,,不明,,,7.0
ワンピデッキ紫黒ルフィ,1.0,,1.0,1.0,1.0,,不明,,,7.0
ワンピデッキ緑黄ヤマト,1.0,,1.0,1.0,1.0,,不明,,,7.0
ヱビスビール３５０,3.0,1.1952286093343936,2.0,5.0,2.5,0.4,通常,2.0,5.0,21.0
ヱビス和奏３５０,4.066666666666666,2.1803722132942687,1.0,9.0,4.0,0.54,通常,4.0,8.0,28.0
ヴァルトダークタバコ,1.3333333333333333,0.9999999999999999,1.0,4.0,1.0,0.75,変動大,2.0,3.0,9.0
ヴァルトベリークリック,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ヴァルトミントクリック,1.0,,1.0,1.0,1.0,,不明,,,7.0
ヴァルトメロンクリック,1.0,,1.0,1.0,1.0,,不明,,,7.0
ヴァルトメンソールＣＬ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ヴァルトＩベリークリック,2.0,,2.0,2.0,2.0,,不明,,,14.0
ヴァルトＩメンソールＣＬ,1.1666666666666667,0.408248290463863,1.0,2.0,1.0,0.35,通常,1.0,2.0,8.0
ヴイックスのど飴シトラス,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
一番搾りホワイト３５０,7.571428571428571,4.941415021791067,1.0,18.0,6.5,0.65,通常,8.0,16.0,53.0
一番搾り糖質ゼロ３５０,4.363636363636363,2.802596198981483,1.0,8.0,5.0,0.64,通常,5.0,9.0,31.0
一粒梅おむすび,5.785714285714286,3.8064433516093454,1.0,16.0,5.0,0.66,通常,6.0,12.0,40.0
三ツ矢　ひんやり和梨,7.647058823529412,5.476554305293021,1.0,24.0,8.0,0.72,変動大,9.0,17.0,54.0
三ツ矢　特濃アップル,7.1,5.626327003965869,1.0,16.0,6.0,0.79,変動大,9.0,16.0,50.0
三ツ矢サイダー５００,4.8,1.8135294011647258,2.0,8.0,5.0,0.38,通常,3.0,8.0,34.0
三次元マスクふつう,3.433734939759036,2.067122254897168,1.0,8.0,3.0,0.6,通常,3.0,6.0,24.0
三次元マスク大きめ,1.4666666666666666,0.5163977794943222,1.0,2.0,1.0,0.35,通常,1.0,2.0,10.0
三陸産わかめおむすび,31.625,9.535023160258536,1.0,41.0,34.5,0.3,通常,16.0,48.0,221.0
不明,8.26086956521739,3.4700272830969463,1.0,18.0,8.0,0.42,通常,6.0,14.0,58.0
今治ＴＨ　ストライプＢＧ,1.0,,1.0,1.0,1.0,,不明,,,7.0
今治ＴＨ　ハート,1.0,,1.0,1.0,1.0,,不明,,,7.0
今治ＴＨドット,1.5263157894736843,0.6297749926389452,1.0,3.0,1.0,0.41,通常,1.0,3.0,11.0
今治ＴＨドット／黒青,1.3,0.7943767889097846,0.0,3.0,1.0,0.61,通常,1.0,2.0,9.0
今治ＴＨネイビーＭＩＸ,2.63953488372093,1.7948474665498946,0.0,9.0,2.0,0.68,通常,3.0,6.0,18.0
今治ＴＨフジＲ２５,1.0,0.6666666666666666,0.0,2.0,1.0,0.67,通常,1.0,2.0,7.0
今治ＴＨ千鳥,2.155844155844156,1.246731886351536,0.0,6.0,2.0,0.58,通常,2.0,4.0,15.0
今治ＴＨ斜ＳＴ　Ｔ紺,1.0,,1.0,1.0,1.0,,不明,,,7.0
今治ＴＨ２５夏の色白,1.3142857142857143,0.7183080025689689,0.0,3.0,1.0,0.55,通常,1.0,2.0,9.0
今治ＴＨ２５春の色白,1.0,,1.0,1.0,1.0,,不明,,,7.0
今治ＴＨＣグラデーション,0.8333333333333334,0.408248290463863,0.0,1.0,1.0,0.49,通常,1.0,2.0,6.0
今治ＴＨＳＴ／青橙,1.3448275862068966,0.7209052874667635,0.0,3.0,1.0,0.54,通常,1.0,2.0,9.0
伊右衛門　京都サイダー,10.75,7.979139469057215,1.0,28.0,8.5,0.74,変動大,13.0,24.0,75.0
伊右衛門　６００,25.547169811320753,24.42300778249244,1.0,104.0,19.0,0.96,変動大,40.0,66.0,179.0
伊右衛門特茶,7.478260869565218,3.789743999210353,1.0,22.0,7.0,0.51,通常,6.0,13.0,52.0
伝説のケバブ風味ポテトＣ,4.363636363636363,3.640679257301507,1.0,13.0,3.0,0.83,変動大,6.0,10.0,31.0
健康のど飴冷やし飴小袋,1.0,0.4264014327112209,0.0,2.0,1.0,0.43,通常,1.0,2.0,7.0
健康のど飴梅小袋,2.0,1.234426799696735,0.0,7.0,2.0,0.62,通常,2.0,4.0,14.0
健康ミネラルむぎ茶,59.59154929577465,49.19743822157198,1.0,306.0,48.0,0.83,変動大,81.0,141.0,417.0
備蓄米　１ｋｇ,2.8,3.492849839314596,1.0,9.0,1.0,1.25,変動大,6.0,9.0,20.0
備蓄米　２Ｋｇ,0.0,,0.0,0.0,0.0,,不明,,,0.0
備蓄米　２ｋｇ,2.310344827586207,1.627957709960157,1.0,6.0,2.0,0.7,変動大,3.0,5.0,16.0
備蓄米１Ｋｇ,0.0,,0.0,0.0,0.0,,不明,,,0.0
優馬,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
優馬（関東山形福島）,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
充電器５０００ｍＡｈ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
全粒粉サラダチキンたまご,10.295454545454545,4.9253947803269424,2.0,22.0,9.5,0.48,通常,8.0,18.0,72.0
全粒粉サラダチキンとハム,5.933333333333334,4.2336520314982815,1.0,14.0,7.0,0.71,変動大,7.0,13.0,42.0
具だくさん炙り焼鶏つくね,15.055555555555555,8.792673717994495,1.0,35.0,14.0,0.58,通常,14.0,29.0,105.0
具だくさん！チキン南蛮,37.214285714285715,16.3284735238493,15.0,78.0,35.0,0.44,通常,27.0,64.0,260.0
具だくさん！チャーシュー,4.0,,4.0,4.0,4.0,,不明,,,28.0
冷しすだちおろしうどん,1.3333333333333333,0.5163977794943222,1.0,2.0,1.0,0.39,通常,1.0,2.0,9.0
冷したぬきうどん,1.4090909090909092,1.6806770435379084,0.0,7.0,1.0,1.19,変動大,3.0,4.0,10.0
冷しとろろそば,1.4375,1.1090776309570767,0.0,6.0,1.0,0.77,変動大,2.0,3.0,10.0
冷しぶっかけ豚肉うどん,1.0,0.8660254037844387,0.0,2.0,1.0,0.87,変動大,1.0,2.0,7.0
冷しニンニクまぜそば,1.0,0.6324555320336759,0.0,2.0,1.0,0.63,通常,1.0,2.0,7.0
冷しビャンビャン麺,2.357142857142857,1.8232322463624384,1.0,8.0,2.0,0.77,変動大,3.0,5.0,16.0
冷し担担麺,1.3333333333333333,0.5773502691896257,1.0,2.0,1.0,0.43,通常,1.0,2.0,9.0
冷し明太とろろうどん,0.75,0.4629100498862757,0.0,1.0,1.0,0.62,通常,1.0,2.0,5.0
冷し明太クリームうどん,2.1153846153846154,1.1428708790383306,1.0,5.0,2.0,0.54,通常,2.0,4.0,15.0
冷し鶏ねぎそば,1.0,,1.0,1.0,1.0,,不明,,,7.0
冷し鶏天タルタルうどん,1.0,0.816496580927726,0.0,2.0,1.0,0.82,変動大,1.0,2.0,7.0
冷たいパスタチキンバジル,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
冷たい明太カルボナーラ,1.1904761904761905,0.8728715609439693,0.0,4.0,1.0,0.73,変動大,1.0,2.0,8.0
冷たい生パスタツナトマト,1.8461538461538463,0.898717034272917,1.0,4.0,2.0,0.49,通常,1.0,3.0,13.0
冷たい生パスタ海老トマト,2.0303030303030303,1.1315047637120361,0.0,4.0,2.0,0.56,通常,2.0,4.0,14.0
冷やして食べるバウム,9.847826086956522,4.105570545963547,2.0,24.0,9.5,0.42,通常,7.0,17.0,69.0
冷シート　フローラル,1.5,0.8301741920760902,0.0,4.0,1.0,0.55,通常,1.0,2.0,10.0
冷シート　無香,1.1875,0.5922891621605981,0.0,3.0,1.0,0.5,通常,1.0,2.0,8.0
助六寿司,0.6,0.8432740427115678,0.0,2.0,0.0,1.41,変動大,1.0,2.0,4.0
勝馬,1.0,,1.0,1.0,1.0,,不明,,,7.0
勝馬（関東山形福島）,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
北海道なまらでっかいシュ,4.5,3.1091263510296048,2.0,9.0,3.5,0.69,通常,5.0,10.0,32.0
北海道リッチミルクプリン,1.5,0.7071067811865476,1.0,2.0,1.5,0.47,通常,1.0,2.0,10.0
北海道生ビール３５０,20.939393939393938,11.499835308438644,8.0,56.0,16.0,0.55,通常,19.0,40.0,147.0
千里眼　ニンニクまぜそば,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
午後の紅茶　ストレート,8.774193548387096,4.447543722246058,4.0,26.0,8.0,0.51,通常,7.0,16.0,61.0
午後の紅茶　ミルクティー,13.25,7.010330722733791,2.0,29.0,11.5,0.53,通常,12.0,25.0,93.0
午後の紅茶　レモンティー,29.543478260869566,13.103487534658505,5.0,79.0,27.5,0.44,通常,22.0,52.0,207.0
午後の紅茶おいしい無糖,28.525,15.999980221506764,8.0,86.0,25.0,0.56,通常,26.0,55.0,200.0
午後フルーツティオレンジ,46.666666666666664,18.694919095839914,2.0,63.0,51.0,0.4,通常,31.0,78.0,327.0
午後フルーツティ白ぶどう,55.666666666666664,21.37755832643195,7.0,82.0,57.0,0.38,通常,35.0,91.0,390.0
半熟たまご大盛冷しうどん,0.3333333333333333,0.5773502691896258,0.0,1.0,0.0,1.73,変動大,1.0,1.0,2.0
半熟玉子冷ぶっかけうどん,2.0,0.9486832980505138,1.0,4.0,2.0,0.47,通常,2.0,4.0,14.0
即攻元気ゼリー,10.637362637362637,4.902417733496364,1.0,27.0,10.0,0.46,通常,8.0,19.0,74.0
厚切りポテトペッパー,1.2222222222222223,0.44095855184409843,1.0,2.0,1.0,0.36,通常,1.0,2.0,9.0
厚切りロースカツサンド,8.0,,8.0,8.0,8.0,,不明,,,56.0
台湾風まぜそば,1.0,1.0,0.0,2.0,1.0,1.0,変動大,2.0,3.0,7.0
名札バッジ　２個入,0.0,,0.0,0.0,0.0,,不明,,,0.0
味付海苔　おかか味噌,11.5,0.7071067811865476,11.0,12.0,11.5,0.06,安定,1.0,12.0,80.0
味付海苔　ベーコンマヨ,7.071428571428571,5.136060832887485,1.0,20.0,6.5,0.73,変動大,8.0,15.0,50.0
和牛カラムーチョわさび,1.3333333333333333,0.7071067811865476,1.0,3.0,1.0,0.53,通常,1.0,2.0,9.0
和風ドレッシング,1.9397590361445782,1.1191176575643107,0.0,5.0,2.0,0.58,通常,2.0,4.0,14.0
唐揚巻（マヨネーズ付）,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
善逸たまごＢＯＸＤ２,1.375,0.5175491695067657,1.0,2.0,1.0,0.38,通常,1.0,2.0,10.0
噛むブレスケアレモン,1.2,0.40683810217248617,1.0,2.0,1.0,0.34,通常,1.0,2.0,8.0
回転焼（抹茶あん）２個入,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
国チキンとゴーダとたまご,3.1,1.5491933384829668,1.0,6.0,3.0,0.5,通常,3.0,6.0,22.0
国産チキン彩り野菜うどん,1.3333333333333333,0.5773502691896257,1.0,2.0,1.0,0.43,通常,1.0,2.0,9.0
堅あげポテトうすしお味,1.5227272727272727,0.7920722413504783,1.0,4.0,1.0,0.52,通常,1.0,3.0,11.0
堅あげポテト鬼旨ブラック,1.3333333333333333,0.4923659639173309,1.0,2.0,1.0,0.37,通常,1.0,2.0,9.0
堅あげ極味玉ねぎ黒胡椒,1.7142857142857142,0.7559289460184545,1.0,3.0,2.0,0.44,通常,1.0,3.0,12.0
堅あげ焼きとうもろこし,1.3333333333333333,0.5,1.0,2.0,1.0,0.38,通常,1.0,2.0,9.0
堅ぶつ揚げとうもろこし味,1.9285714285714286,2.2348390310054755,0.0,9.0,1.0,1.16,変動大,4.0,6.0,14.0
堅ぶつ旨塩,1.25,0.4472135954999579,1.0,2.0,1.0,0.36,通常,1.0,2.0,9.0
塩おむすび,2.1818181818181817,0.873862897505303,1.0,4.0,2.0,0.4,通常,1.0,3.0,15.0
塩こんぶおむすび,21.31578947368421,9.815252482058202,6.0,36.0,20.0,0.46,通常,16.0,37.0,149.0
塩キャラメルプリン,4.8,3.7058512292499457,0.0,12.0,4.0,0.77,変動大,6.0,11.0,34.0
塩チョコタルト,3.4166666666666665,2.6361478263403284,1.0,12.0,2.5,0.77,変動大,4.0,7.0,24.0
塩バター揚げ焼きくりーむ,1.8181818181818181,1.4709304414677,0.0,5.0,1.0,0.81,変動大,2.0,4.0,13.0
塩レモンクッキーシュー,4.947368421052632,4.326580433276844,0.0,14.0,3.0,0.87,変動大,7.0,12.0,35.0
塩分チャージタブレッツ,1.6521739130434783,1.1122743142757674,0.0,4.0,1.0,0.67,通常,2.0,4.0,12.0
塩分チャージタブ小袋,3.3333333333333335,2.516611478423583,1.0,6.0,3.0,0.75,変動大,4.0,7.0,23.0
塩分チャージタブ小袋塩レ,3.3636363636363638,3.074824459143229,1.0,10.0,2.0,0.91,変動大,5.0,8.0,24.0
増量　天使のチーズケーキ,6.0,2.9154759474226504,2.0,11.0,5.0,0.49,通常,5.0,11.0,42.0
増量　手巻　紅しゃけ,3.0,,3.0,3.0,3.0,,不明,,,21.0
増量　手巻　辛子明太子,6.0,,6.0,6.0,6.0,,不明,,,42.0
増量チキンパスタサラダ,5.857142857142857,1.5735915849388864,4.0,9.0,6.0,0.27,安定,3.0,9.0,41.0
増量ロースかつカレー,1.0,,1.0,1.0,1.0,,不明,,,7.0
増量明太海苔弁当,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
増量特製ダレの炙り焼牛カ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
増量麻婆豆腐ごはん,1.5,0.5773502691896257,1.0,2.0,1.5,0.38,通常,1.0,2.0,10.0
増量３色そぼろ＆チキン南,1.0,,1.0,1.0,1.0,,不明,,,7.0
夏のミルクシュー,4.705882352941177,2.7332376836444574,1.0,11.0,4.0,0.58,通常,4.0,9.0,33.0
夏ポテト対馬の浜御塩味,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
夏ポテト紀州の南高梅味,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
多当　　御見舞,1.0,,1.0,1.0,1.0,,不明,,,7.0
多当仏　御霊前,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
多当祝　御祝,1.6666666666666667,1.632993161855452,1.0,5.0,1.0,0.98,変動大,3.0,5.0,12.0
大きいバウムクーヘン,1.4,0.6805570473787205,1.0,3.0,1.0,0.49,通常,1.0,2.0,10.0
大きいフィナンシェ,3.3333333333333335,2.994945236510506,1.0,11.0,2.5,0.9,変動大,5.0,8.0,23.0
大きな　チキンとタルタル,24.4375,8.213555868197405,1.0,35.0,26.0,0.34,通常,14.0,38.0,171.0
大きな　僕の梅おかか,18.875,10.555588782510165,1.0,42.0,16.0,0.56,通常,17.0,36.0,132.0
大きな　昆布とツナマヨ,10.98913043478261,6.585856582697103,3.0,32.0,9.0,0.6,通常,11.0,22.0,77.0
大きな　月見おむすびマヨ,32.0,,32.0,32.0,32.0,,不明,,,224.0
大きな　肉そぼろ卵黄ソー,25.347826086956523,11.45984569010886,1.0,53.0,23.0,0.45,通常,19.0,44.0,177.0
大きな　鮭マヨと生たらこ,32.55172413793103,11.182212299951306,4.0,49.0,34.0,0.34,通常,18.0,51.0,228.0
大きなおむすび　鮭昆布,23.11111111111111,10.867893591267404,3.0,35.0,29.0,0.47,通常,18.0,41.0,162.0
大きなおむすび唐揚げマヨ,5.0,,5.0,5.0,5.0,,不明,,,35.0
大きなたまごづくしサンド,6.730769230769231,2.5386247033808256,2.0,12.0,6.0,0.38,通常,4.0,11.0,47.0
大きなつくねの醤油パスタ,1.5,0.5773502691896257,1.0,2.0,1.5,0.38,通常,1.0,2.0,10.0
大きなチーズカレーパン（,8.0,7.816869467751272,1.0,29.0,5.0,0.98,変動大,13.0,21.0,56.0
大きなロール焼そばたまご,1.3333333333333333,0.5773502691896257,1.0,2.0,1.0,0.43,通常,1.0,2.0,9.0
大きな具材ミックスサント,11.7,3.797912312183429,5.0,20.0,10.5,0.32,通常,6.0,18.0,82.0
大盛　明太子スパゲティ,1.0256410256410255,0.5843205450138103,0.0,2.0,1.0,0.57,通常,1.0,2.0,7.0
大盛豚肉とねぎの塩焼そば,0.5,0.7071067811865476,0.0,1.0,0.5,1.41,変動大,1.0,2.0,4.0
大盛！野菜スティック,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
大粒ラムネ,9.206521739130435,3.778301390191975,2.0,21.0,8.0,0.41,通常,6.0,15.0,64.0
大粒ラムネアイスボックス,5.542857142857143,4.4809587809573355,1.0,18.0,5.0,0.81,変動大,7.0,13.0,39.0
大粒ラムネ強炭酸シュワコ,2.5416666666666665,1.6145847942957392,1.0,6.0,2.0,0.64,通常,3.0,6.0,18.0
大粒ラムネ濃い果実ぶどう,2.857142857142857,2.193062655175134,1.0,6.0,2.0,0.77,変動大,4.0,7.0,20.0
大粒ラムネＲすっぱレモン,2.235294117647059,1.0914103126634984,1.0,4.0,2.0,0.49,通常,2.0,4.0,16.0
大関　佳撰ワンカップ,1.435897435897436,0.7179969137476476,0.0,3.0,1.0,0.5,通常,1.0,2.0,10.0
天タレおむすび,5.0,,5.0,5.0,5.0,,不明,,,35.0
天使のグミ甘熟マンゴー味,3.4782608695652173,2.2129693178128402,1.0,9.0,3.0,0.64,通常,4.0,7.0,24.0
天使のチーズケーキ,0.8571428571428571,1.2149857925879117,0.0,3.0,0.0,1.42,変動大,2.0,3.0,6.0
天津あんかけ焼そば,1.0,,1.0,1.0,1.0,,不明,,,7.0
天然水きりっとヨグ,15.659574468085106,16.719263292154277,1.0,60.0,6.0,1.07,変動大,28.0,44.0,110.0
天然水きりっと果実,5.593406593406593,3.454395016908884,1.0,14.0,5.0,0.62,通常,6.0,12.0,39.0
天然水１Ｌ,19.425925925925927,10.37340913350155,4.0,54.0,17.0,0.53,通常,17.0,36.0,136.0
婦人クルーＳ黒,1.1333333333333333,0.5163977794943222,0.0,2.0,1.0,0.46,通常,1.0,2.0,8.0
婦人ショートＳ白,0.9090909090909091,0.30151134457776363,0.0,1.0,1.0,0.33,通常,0.0,1.0,6.0
婦人リブＳ白,0.75,0.4629100498862757,0.0,1.0,1.0,0.62,通常,1.0,2.0,5.0
宇都宮線・高崎線チップス,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
完熟トマトベーコンパスタ,1.6,0.9660917830792959,1.0,4.0,1.0,0.6,通常,2.0,4.0,11.0
富士通ＰＲＥ　単３－４Ｐ,1.3461538461538463,0.5615911461059687,1.0,3.0,1.0,0.42,通常,1.0,2.0,9.0
富士通ＰＲＥ　単４－４Ｐ,1.4,0.8164965809277259,0.0,4.0,1.0,0.58,通常,1.0,2.0,10.0
専おかず全部乗せ！お弁当,9.0,,9.0,9.0,9.0,,不明,,,63.0
専スヌーピーチョコドーナ,9.285714285714286,7.557399401532626,1.0,33.0,8.0,0.81,変動大,12.0,21.0,65.0
専炭治郎の抹茶クリームロ,9.428571428571429,9.66925568461738,1.0,34.0,7.0,1.03,変動大,16.0,25.0,66.0
専胡蝶しのぶの藤色メロン,15.61111111111111,16.02255354873942,2.0,56.0,8.5,1.03,変動大,26.0,42.0,109.0
専ＵＦＯプチ焼そばパン４,5.3076923076923075,3.351233986275687,1.0,12.0,4.0,0.63,通常,6.0,11.0,37.0
専ＵＦＯ大盛焼そばパンガ,9.19047619047619,4.094130525753272,2.0,18.0,8.0,0.45,通常,7.0,16.0,64.0
小岩井　Ｔｈｅカフェオレ,5.5,3.3166247903554,1.0,8.0,6.5,0.6,通常,5.0,10.0,38.0
小枝チョコクッキーサンド,2.875,1.8077215335491088,2.0,7.0,2.0,0.63,通常,3.0,6.0,20.0
少年チャンピオン,0.3333333333333333,0.5773502691896258,0.0,1.0,0.0,1.73,変動大,1.0,1.0,2.0
履歴書用紙,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
山ちゃん監修　海老天むす,12.23076923076923,7.991181036553629,3.0,27.0,10.0,0.65,通常,13.0,25.0,86.0
岩下の新生姜いなり寿司,10.581395348837209,3.749492398277366,2.0,19.0,10.0,0.35,通常,6.0,17.0,74.0
島星シトラスエール３５０,1.7142857142857142,0.7559289460184545,1.0,3.0,2.0,0.44,通常,1.0,3.0,12.0
巨峰大福（白こしあん）,4.0,,4.0,4.0,4.0,,不明,,,28.0
帆立と鰹の昆布水つけ麺,1.0,,1.0,1.0,1.0,,不明,,,7.0
彩りサラダチキンサンド,3.0,,3.0,3.0,3.0,,不明,,,21.0
忍者めしラムネ,9.75,3.3793978265853326,1.0,16.0,10.0,0.35,通常,6.0,16.0,68.0
忍者めし巨峰,4.894736842105263,2.80741499379205,1.0,14.0,4.0,0.57,通常,5.0,10.0,34.0
忍者めし鉄の鎧グレープ味,11.125,4.4860896112315904,4.0,15.0,13.0,0.4,通常,7.0,18.0,78.0
忍者めし鋼グレープ味,1.5294117647058822,1.022038785887012,1.0,6.0,1.0,0.67,通常,2.0,4.0,11.0
忍者めし鋼マスカット味,1.0,,1.0,1.0,1.0,,不明,,,7.0
慶弔サインペン（筆文字）,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
手巻　たらこマヨネーズ,11.461538461538462,6.372014132326144,2.0,24.0,11.0,0.56,通常,10.0,21.0,80.0
手巻　チャーシューマヨ,18.11111111111111,9.089065469623987,1.0,34.0,18.0,0.5,通常,15.0,33.0,127.0
手巻　真昆布,29.08695652173913,11.184420260769777,13.0,62.0,26.5,0.38,通常,18.0,47.0,204.0
手巻　紀州南高梅,37.0,14.037626047695706,18.0,78.0,34.0,0.38,通常,23.0,60.0,259.0
手巻　紅しゃけ,23.42391304347826,13.21357418572228,10.0,68.0,20.0,0.56,通常,22.0,45.0,164.0
手巻　辛子明太子,15.076086956521738,5.89138632848639,4.0,34.0,14.0,0.39,通常,10.0,25.0,106.0
手巻シーチキンマヨネーズ,58.02173913043478,17.517952023453958,29.0,120.0,54.0,0.3,通常,29.0,87.0,406.0
手巻ベーコン＆コーンマヨ,16.0625,8.58268605973678,2.0,34.0,14.0,0.53,通常,14.0,30.0,112.0
手巻寿司　ねぎとろ（青ま,8.467391304347826,4.212621242802178,3.0,26.0,8.0,0.5,通常,7.0,15.0,59.0
手巻寿司　ばくだん納豆,5.7272727272727275,2.510583657843391,2.0,12.0,6.0,0.44,通常,4.0,10.0,40.0
手巻寿司　サーモン（青ま,4.0,2.211083193570267,1.0,8.0,4.0,0.55,通常,4.0,8.0,28.0
手巻寿司　シーチキンマヨ,11.032608695652174,4.820859179629048,4.0,32.0,10.0,0.44,通常,8.0,19.0,77.0
手巻寿司　梅ゆかり納豆,2.5,1.505545305418162,1.0,6.0,2.0,0.6,通常,2.0,4.0,18.0
手巻寿司　納豆,10.206521739130435,4.3740946780184675,4.0,24.0,9.0,0.43,通常,7.0,17.0,71.0
手巻寿司　青しそ納豆,3.769230769230769,3.1399003740523934,0.0,10.0,3.0,0.83,変動大,5.0,9.0,26.0
手巻寿司　３種のねばねば,3.0,1.4142135623730951,2.0,6.0,2.0,0.47,通常,2.0,5.0,21.0
技のこだ割り濃厚醤油,1.3181818181818181,0.6463349888014092,0.0,3.0,1.0,0.49,通常,1.0,2.0,9.0
折りたたみセットコーム,1.1470588235294117,0.5577200851723331,0.0,3.0,1.0,0.49,通常,1.0,2.0,8.0
抹茶シベリア３個入,1.0,,1.0,1.0,1.0,,不明,,,7.0
振って塩こんぶキャベツ,0.4,0.5477225575051662,0.0,1.0,0.0,1.37,変動大,1.0,1.0,3.0
掘って発見スイートポテト,1.6666666666666667,0.5773502691896258,1.0,2.0,2.0,0.35,通常,1.0,3.0,12.0
文庫,1.5714285714285714,1.6508406117111138,0.0,7.0,1.0,1.05,変動大,3.0,5.0,11.0
新・値下シール３０円,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
新旧両用）ペーパフィルタ,0.0,,0.0,0.0,0.0,,不明,,,0.0
新金封　結ちどり,1.0,,1.0,1.0,1.0,,不明,,,7.0
新Ｅプリンター用インク赤,0.0,,0.0,0.0,0.0,,不明,,,0.0
新Ｅプリンター用インク青,0.0,,0.0,0.0,0.0,,不明,,,0.0
新Ｅプリンター用インク黒,0.0,,0.0,0.0,0.0,,不明,,,0.0
日刊ゲンダイ,2.4625,1.2920766329117077,1.0,6.0,2.0,0.52,通常,2.0,4.0,17.0
日刊ゲンダイ　通常版,4.258823529411765,2.3101893407069407,1.0,11.0,4.0,0.54,通常,4.0,8.0,30.0
日刊ゲンダイ（１都６県静,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
日刊スポーツ,1.368421052631579,0.6333545453261928,1.0,3.0,1.0,0.46,通常,1.0,2.0,10.0
日刊スポ（山梨静０５以外,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
日刊競馬（関東山形福島）,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
日本経済新聞,2.6875,1.3368558427533608,1.0,7.0,2.5,0.5,通常,2.0,5.0,19.0
日本経済新聞（静０５）,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
明太マヨいか天,0.9090909090909091,0.30151134457776363,0.0,1.0,1.0,0.33,通常,0.0,1.0,6.0
明太海苔弁当,1.0,1.0954451150103321,0.0,2.0,1.0,1.1,変動大,2.0,3.0,7.0
明治ヨーグルトＲ－１,1.0,,1.0,1.0,1.0,,不明,,,7.0
明治Ｒ－１ドリンク,2.5194805194805197,1.7741594719337825,0.0,8.0,2.0,0.7,変動大,3.0,6.0,18.0
暴君ハバネロ１５０粒ハバ,2.0,,2.0,2.0,2.0,,不明,,,14.0
最強王図鑑激闘バトルグミ,2.0,1.2649110640673518,1.0,4.0,1.5,0.63,通常,2.0,4.0,14.0
月刊　少年マガジン,1.0,,1.0,1.0,1.0,,不明,,,7.0
月見うさぎ,2.0,,2.0,2.0,2.0,,不明,,,14.0
月見チーズバーガー,2.0,,2.0,2.0,2.0,,不明,,,14.0
